,KE0 0,KE0 1,KE0 10,KE0 11,KE0 12,KE0 2,KE0 3,KE0 4,KE0 5,KE0 6,KE0 7,KE0 8,KE0 9,KE1 0,KE2 0
47,-100.13430023081031,-42.620306954189225,-19.892843159298472,36.31607915300125,-21.809964890986542,224.7895966957619,-56.96828174625647,97.45839124361096,-4.966137086227233,-9.274561035931265,3.188798022657906,-66.65823141941466,-39.4282385752171,3.8340886021615006e-10,1.5831425059786852e-09
48,-98.28202407396878,-42.929215939785344,-19.494502190483608,36.005102731242104,-21.373234500551884,232.34629623523082,-55.82752273247403,96.7292700853524,-13.62362634839605,-9.395760571055686,-0.9496400652187085,-64.89524613110422,-38.30989648271683,4.6009063225938007e-10,1.6334240626747487e-09
49,-116.34346663782996,-50.55808653712645,-22.91008990996007,67.3614218301556,-25.091009991082178,130.41465309152377,-65.66754142358091,235.13067104256004,-19.14770540831265,-11.384852970905815,3.114455057672001,-80.06868564397487,-44.849762475962144,8.296865416923538e-10,2.3679405103393947e-09
50,-125.679618504088,-46.41482721662321,-21.969951744304375,68.17485010710435,-24.022795882465502,132.7944305428402,-64.87106638817164,118.28009752906976,-2.736177041755959,-6.043546733414178,104.11163006764173,-86.73443351910007,-44.88859117145832,5.363745003705844e-10,4.760922323043815e-09
51,-121.56644487819733,-39.707419603123455,-20.355311392624994,15.802697568741177,-22.57585010082253,159.94311723198956,-60.48703614558811,60.985409007569565,5.976554725757565,-1.5651958395297147,149.53789000680044,-84.22355025127968,-41.764860284045554,1.1325482773827389e-09,4.003869236157698e-09
52,-124.39368188356676,-43.25495193021103,-23.148025490166106,63.72660603062591,-24.436201002602235,136.8024020777832,-65.17646604038137,129.90754985174678,-8.164812611878023,-5.382510989998941,94.15685848293126,-86.21517202480265,-44.42159441994205,2.6169573175138794e-09,3.949668148095498e-09
53,-136.07008535601685,-40.96842664438964,-27.08817144694444,76.76008297965339,-29.685445775048795,66.07707061996922,-77.66260943924502,350.98530634112444,-25.41416348345674,-12.950133346728087,6.8765961702838325,-96.88886475825528,-53.97115583098843,2.2316726244753227e-09,1.5814833886906854e-09
54,-122.56448370525018,-48.056235105558486,-24.486161184477936,68.72063938964844,-26.71327798728074,79.26440982222809,-69.94303102359314,307.5057870418519,-15.011138972363637,-10.450614749483933,-4.641100929999361,-84.66047228934305,-48.96432028564462,9.759446584212128e-10,8.152838404384966e-10
55,-100.422595525973,-41.910408465856065,-19.942261263880127,38.82473393805515,-21.800203301225928,215.0305381005949,-56.97968246938587,103.10798463905583,-0.9602186328770936,-7.670126932831452,-2.323323118527219,-65.54131392567318,-39.413123023730634,-8.0831341620069e-11,7.676774771425698e-10
56,-98.30121363955467,-42.85012702998434,-19.498315198236025,28.890056595482232,-21.377414195191665,238.6797061241439,-55.838426697507494,91.43791069573511,-6.292965387964079,-8.981613471301896,-4.169931674136958,-64.24675007697749,-37.450916027620096,1.064108801074326e-10,1.637658897379879e-09
